	FID	ID	FIELD	OID_1	YLD00	YLD01	YLD02	YLD03	AVGYLD	ELE	SLOPE	CURV	PRO	PLAN	EC_SH	EC_DP	BAND1	BAND2	BAND3	BAND4	VI00_520	VI00_528	VI00_613	VI00_707	VI00_715	VI00_723	VI00_816	VI00_824	VI00_901	VI00_917	VI01_616	VI01_624	VI01_710	VI01_827	VI01_912	VI02_518	VI02_526	VI02_619	VI02_713	VI02_721	VI02_830	VI02_907	VI02_923	VI03_505	VI03_529	VI03_606	VI03_622	VI03_724	VI03_825	VI03_926	STD00	STD01	STD02	STD03	CV	M3_00	M3_01	M3_02	M3_03	M3_AV	CL_AV	CL_00	CL_01	CL_02	CL_03
755	755	2304	C28	2303	1097.0	1552.1999512	832.7000122000001	1007	1122.0999755999999	1080.6	0.1716	-0.003278	-0.006898	-0.010176	9.3999996	15.300000199999998	96	91	123	83	-0.2082	-0.206	-0.1566	0.0783	0.1551	0.2551	0.3049	0.2364	0.2316	0.1053	-0.2	-0.1557	0.0044	0.3103	0.4	-0.2	-0.20306513399999998	-0.22047244100000002	-0.128630705	-0.06185567	0.32967033	0.25609756100000003	0.042553191	-0.074285714	-0.22779922800000002	-0.178378378	-0.191919192	-0.080213904	0.094594595	0.0	1.16	1.22	1.01	1	0.093	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
756	756	2305	C28	2304	842.0999756000001	1384.6999512	663.0999756	703	898.2000122000002	1080.66	0.1741	-0.011376	0.01161	0.000234	7.5	13.199999800000002	96	92	122	85	-0.2298	-0.2206	-0.1716	0.0336	0.1676	0.0874	0.2426	0.1186	0.0097	-0.0357	-0.2195	-0.1727	-0.013	0.2095	0.0991	-0.18965517199999998	-0.207407407	-0.22727272699999998	-0.126530612	-0.07	0.333333333	0.11475409800000001	0.0050761420000000005	-0.157360406	-0.22709163300000001	-0.18556701	-0.1875	-0.085714286	0.093333333	-0.036649215	0.89	1.09	0.81	1	0.148	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
757	757	2306	C28	2305	733.9000244	1239.1999512	675.5	546	798.7000122000001	1080.77	0.3079	0.011277	-0.000972	0.010306	7.1999998	11.6000004	102	106	161	101	-0.2308	-0.2161	-0.1852	0.0	0.005	0.0813	0.0777	0.1319	0.0338	0.009	-0.2295	-0.1829	-0.1567	0.2174	0.1579	-0.2	-0.202898551	-0.22846441899999997	-0.112	-0.10407239800000001	0.173469388	0.102702703	-0.00990099	-0.182692308	-0.23735408600000002	-0.19597989899999999	-0.17475728199999999	-0.15348837199999998	0.098039216	-0.02173913	0.77	0.97	0.82	1	0.161	3.0	3.0	3.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0
758	758	2307	C28	2306	603.0	1223.0	598.0	498	730.5999756	1080.86	0.275	0.023787	-0.00939	0.014398	7.099999900000001	10.8999996	98	103	157	102	-0.2372	-0.2148	-0.1728	-0.008	0.0095	0.0841	0.0938	0.0394	0.0396	0.0439	-0.2245	-0.2234	-0.1396	0.2843	0.1787	-0.201680672	-0.23076923100000002	-0.22727272699999998	-0.107569721	-0.123809524	0.151515152	0.08510638300000001	-0.09909909900000001	-0.17699115	-0.22605364	-0.164948454	-0.188679245	-0.15492957699999998	0.08974359	0.016949153	0.64	0.96	0.73	1	0.183	2.0	3.0	3.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0
759	759	2308	C28	2307	644.0	1104.8000488	576.5	463	697.0999756	1080.88	0.3936	0.003409	-0.000698	0.002712	6.4000001	11.3000002	100	101	159	103	-0.2313	-0.2234	-0.1852	-0.0458	-0.0094	0.0685	0.1591	0.0213	0.0737	0.05	-0.2258	-0.209	-0.1137	0.2709	0.1594	-0.20689655199999998	-0.22535211300000002	-0.22727272699999998	-0.127413127	-0.11711711699999999	0.1875	0.10497237599999999	-0.12962963	-0.21008403399999998	-0.235294118	-0.171717172	-0.16908212600000003	-0.132075472	0.07792207799999999	0.02247191	0.68	0.87	0.7	0	0.155	2.0	3.0	3.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0
760	760	2309	C28	2308	648.5	1193.5	529.0	500	717.7999877999999	1080.88	0.4128	0.005327	-0.003032	0.002295	6.4000001	11.5	98	108	163	103	-0.2288	-0.2206	-0.1789	-0.1143	-0.0332	0.0685	0.1908	0.1776	0.1602	0.05	-0.2263	-0.2234	-0.1245	0.3333	0.2792	-0.187214612	-0.24398625399999999	-0.21052631600000002	-0.116465863	-0.127753304	0.185185185	0.118644068	-0.079646018	-0.19491525399999998	-0.23018867899999998	-0.20812182699999998	-0.180487805	-0.130434783	0.072847682	0.016949153	0.68	0.94	0.64	1	0.174	2.0	3.0	3.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0
761	761	2310	C28	2309	902.5999756000001	1317.8000488	603.9000244	710	883.5	1080.91	0.4868	-0.035751	0.01325	-0.022501	6.5	14.1000004	105	108	161	100	-0.2248	-0.2148	-0.1828	-0.057	-0.0097	0.1005	0.193	0.28	0.2139	0.0808	-0.217	-0.1985	-0.0128	0.4082	0.3684	-0.192307692	-0.236111111	-0.22846441899999997	-0.12350597599999999	-0.119266055	0.225806452	0.21637426899999998	0.06185567	-0.19650655	-0.233716475	-0.18435754199999999	-0.188679245	-0.131313131	0.08965517199999999	0.052023121	0.95	1.03	0.74	1	0.143	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
762	762	2311	C28	2310	1166.8000488	1439.4000244000001	770.0	904	1070.0999756	1081.23	0.8495	0.006703	-0.002289	0.004414	6.0999999	16.399999599999997	98	104	156	99	-0.2119	-0.2119	-0.1732	0.0	0.0667	0.2081	0.3797	0.3831	0.2442	0.0918	-0.2052	-0.1953	-0.0383	0.4819	0.3403	-0.179245283	-0.22535211300000002	-0.22007722	-0.095435685	-0.070422535	0.359550562	0.282352941	0.0625	-0.17272727300000001	-0.228346457	-0.178378378	-0.19587628899999998	-0.10989011	0.11888111900000001	0.144578313	1.23	1.13	0.94	1	0.139	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
763	763	2312	C28	2311	1114.9000244000001	1393.3000488	797.0	761	1016.5	1081.58	0.5198	0.0193	-0.01966	-0.000359	8.5	16.7000008	94	98	145	96	-0.2185	-0.2164	-0.1477	0.0962	0.1784	0.2923	0.4268	0.3762	0.2386	0.0882	-0.2052	-0.2031	-0.039	0.4255	0.2316	-0.190243902	-0.222614841	-0.215384615	-0.112	-0.098214286	0.347826087	0.28571428600000004	0.0625	-0.130434783	-0.23255814	-0.191489362	-0.204081633	-0.11475409800000001	0.08724832199999999	0.055555556	1.17	1.09	0.97	1	0.157	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
764	764	2313	C28	2312	1010.0	1292.6999512	841.5	722	966.5	1081.77	0.3181	0.01609	-0.004412	0.011677	10.1000004	17.5	96	95	141	95	-0.2211	-0.2206	-0.1304	0.166	0.2406	0.3096	0.3827	0.372	0.2273	0.0423	-0.2222	-0.1969	-0.0171	0.3804	0.1741	-0.18446601899999998	-0.23448275899999999	-0.22846441899999997	-0.138576779	-0.0995671	0.362637363	0.23699422	0.019607843	-0.17699115	-0.22779922800000002	-0.178947368	-0.203539823	-0.09947644	0.059602649	0.027027027000000002	1.0599999	1.01	1.02	1	0.132	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
765	765	2314	C28	2313	1010.7999877999998	1009.5999756000001	889.5999756000001	773	920.7999877999998	1081.82	0.272	0.010026	-0.003476	0.006549	11.6000004	18.3999996	94	95	140	90	-0.2378	-0.2119	-0.1383	0.1102	0.2234	0.2792	0.362	0.3793	0.2273	0.0431	-0.2269	-0.2015	-0.0256	0.3441	0.1616	-0.19069767399999998	-0.223776224	-0.232472325	-0.131086142	-0.078947368	0.333333333	0.278106509	0.035532995	-0.184210526	-0.23255814	-0.178947368	-0.225531915	-0.097435897	0.068493151	-0.037433155	1.0599999	0.79	1.08	1	0.151	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
766	766	2315	C28	2314	1077.6999512	993.2000122000002	855.5	611	884.4000243999999	1081.81	0.2353	-0.012371	-0.000729	-0.0131	14.699999800000002	20.7999992	90	93	141	90	-0.2409	-0.2151	-0.1429	0.1417	0.2211	0.285	0.3789	0.3731	0.1429	0.0046	-0.2314	-0.1846	-0.0127	0.3812	0.1939	-0.19819819800000002	-0.220689655	-0.23420074300000002	-0.097276265	-0.061946903	0.362637363	0.23255814	-0.01980198	-0.17699115	-0.234375	-0.183246073	-0.2	-0.074468085	0.068493151	-0.092783505	1.14	0.78	1.04	1	0.227	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
767	767	2316	C28	2315	999.2999877999998	971.5	918.5999756000001	667	889.2000122000002	1081.87	0.1801	0.029957	-0.014084	0.015873	14.699999800000002	20.0	88	90	140	90	-0.2222	-0.2206	-0.1579	0.1157	0.1443	0.268	0.3333	0.3333	0.1429	0.0137	-0.2263	-0.1985	-0.0526	0.3514	0.0841	-0.19658119699999999	-0.18840579699999999	-0.237037037	-0.10424710400000001	-0.0625	0.307692308	0.19540229899999997	-0.038834951	-0.17180616699999998	-0.23137254899999998	-0.18974359	-0.20560747699999998	-0.068062827	0.047619048	-0.10101010099999999	1.05	0.76	1.12	1	0.205	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
768	768	2317	C28	2316	875.9000243999999	942.2000122000002	891.7000122000002	569	819.5999756	1081.79	0.3268	0.019796	-0.008041	0.011755	11.8000002	16.7000008	86	97	160	97	-0.1959	-0.223	-0.1551	0.124	0.1309	0.2386	0.2976	0.2146	0.125	0.0215	-0.2308	-0.2145	-0.1255	0.267	0.0661	-0.147679325	-0.119402985	-0.22846441899999997	-0.088	-0.083700441	0.26775956300000003	0.197674419	-0.042654028	-0.193133047	-0.23735408600000002	-0.194312796	-0.21238938100000002	-0.1	0.060402685	-0.07216494799999999	0.92	0.74	1.09	1	0.21	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
769	769	2318	C28	2317	793.0999756	900.2000122000002	641.2000122000001	501	708.7999877999999	1081.62	0.3468	0.014508	-0.0012	0.013308	7.900000099999999	14.5	98	108	171	107	-0.2444	-0.2313	-0.16	0.0873	0.0964	0.1921	0.209	0.1892	0.09	0.0041	-0.2481	-0.2394	-0.1828	0.2038	0.0492	-0.15415019800000002	-0.151943463	-0.22962963	-0.19031141899999998	-0.125541126	0.25133689800000003	0.14754098400000001	-0.04	-0.191836735	-0.239852399	-0.20547945199999998	-0.214285714	-0.117647059	0.038461537999999997	0.005128205	0.84	0.71	0.78	1	0.134	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
770	770	2319	C28	2318	478.20001219999995	638.7000122000001	363.7000122	463	485.79998780000005	1081.48	0.3247	0.039796	-0.025007	0.014788	4.9000001	9.1999998	104	110	178	110	-0.2453	-0.2291	-0.1731	-0.0694	-0.0047	0.1921	0.1053	0.1681	0.099	0.0175	-0.2481	-0.2367	-0.1873	0.1034	0.1017	-0.17557251899999998	-0.166077739	-0.224637681	-0.17037037	-0.187250996	0.118483412	0.077720207	-0.031390135	-0.21739130399999998	-0.247311828	-0.19	-0.19658119699999999	-0.155963303	0.039473684	0.067357513	0.5	0.5	0.44	0	0.029	2.0	2.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0
771	771	2320	C28	2319	729.5999756	912.0999756000001	391.2000122	606	659.7000122000001	1081.28	0.6543	0.020313	-0.017616	0.002697	5.5	9.3000002	100	110	178	112	-0.2313	-0.221	-0.1717	-0.0915	-0.0926	0.0507	0.1271	0.2146	0.1892	0.1524	-0.2481	-0.2286	-0.1716	0.2582	0.215	-0.158730159	-0.127819549	-0.218045113	-0.088607595	-0.196787149	0.099526066	0.12994350300000002	0.019607843	-0.206751055	-0.244604317	-0.177664975	-0.20179372199999998	-0.183098592	0.04	0.12568306	0.77	0.71	0.48	1	0.125	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
772	772	2376	C28	2375	1108.6999512	1687.4000244000003	914.0	1199	1227.3000488	1080.97	0.2704	-0.031839	0.020469	-0.01137	9.8999996	21.2999992	96	103	153	99	-0.2042	-0.2016	-0.1744	0.1239	0.033	0.194	0.2892	0.2778	0.2857	0.0363	-0.1831	-0.176	-0.0311	0.5512	0.4093	-0.132420091	-0.093220339	-0.204918033	-0.074235808	0.0	0.38043478299999994	0.27380952399999997	0.101604278	0.050632910999999996	-0.21400778199999998	-0.191919192	-0.204081633	-0.094527363	0.18367346899999998	0.079754601	1.17	1.3200001000000001	1.11	1	0.097	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
773	773	2377	C28	2376	1107.6999512	1647.9000244000001	1020.7000122000002	1344	1280.0999755999999	1080.89	0.1471	-0.001448	-0.003403	-0.004851	10.0	21.2000008	96	95	140	93	-0.2096	-0.1984	-0.1667	0.1351	0.1913	0.3163	0.3875	0.2617	0.2544	0.0421	-0.2121	-0.208	-0.0396	0.5468	0.4639	-0.152542373	-0.19047619	-0.21138211399999998	-0.13253012	-0.072916667	0.35519125700000004	0.26506024100000003	0.083333333	0.050632910999999996	-0.23636363600000002	-0.190243902	-0.18974359	-0.057591623	0.18120805399999998	0.15976331400000002	1.17	1.29	1.24	1	0.11	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
774	774	2378	C28	2377	989.0	1562.0	982.5	1246	1194.9000244000001	1080.82	0.1993	-0.003529	-0.001891	-0.005419	9.5	21.2000008	98	94	133	90	-0.2056	-0.1969	-0.1667	0.0933	0.1978	0.2718	0.3797	0.3019	0.2209	0.0582	-0.2159	-0.2033	-0.0132	0.5446	0.4667	-0.176954733	-0.195219124	-0.21457489899999999	-0.157480315	-0.077720207	0.31891891899999997	0.260606061	0.066666667	-0.011627907	-0.23636363600000002	-0.18367346899999998	-0.177664975	-0.0625	0.18367346899999998	0.255813953	1.04	1.22	1.2	1	0.12	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
775	775	2379	C28	2378	1132.5	1536.8000488	890.9000243999999	1140	1175.0999755999999	1080.76	0.2171	0.00313	0.0008	0.00393	8.6999998	19.7000008	96	94	133	87	-0.1958	-0.2016	-0.1656	0.083	0.1823	0.2653	0.3711	0.3143	0.2353	0.0471	-0.2108	-0.1867	0.0185	0.5522	0.4822	-0.174468085	-0.21912350600000002	-0.214285714	-0.155378486	-0.058201058	0.35911602200000003	0.25609756100000003	0.068783069	0.024390244	-0.23076923100000002	-0.18367346899999998	-0.191919192	-0.089005236	0.18120805399999998	0.25748503	1.1900001	1.2	1.08	1	0.063	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
776	776	2380	C28	2379	1188.9000244000001	1712.6999512000002	963.4000243999999	1189	1263.4000244000001	1080.67	0.2838	-0.003569	-0.000403	-0.003972	9.3999996	19.7000008	94	90	128	86	-0.2056	-0.2016	-0.1605	0.1022	0.2022	0.2653	0.4013	0.3301	0.2353	0.051	-0.1946	-0.1745	0.0516	0.5276	0.4536	-0.18987341800000002	-0.218390805	-0.21457489899999999	-0.155737705	-0.06951871700000001	0.315217391	0.245508982	0.07027027	0.025	-0.220973783	-0.18367346899999998	-0.198019802	-0.073684211	0.175675676	0.218934911	1.25	1.34	1.17	1	0.07	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
777	777	2381	C28	2380	1108.5	1599.0	740.5999756	1107	1138.8000488	1080.54	0.2287	-0.030611	0.017346	-0.013265	10.0	18.0	98	96	123	86	-0.2177	-0.1984	-0.1585	0.1004	0.1868	0.269	0.362	0.3113	0.2343	0.0619	-0.2127	-0.178	0.0	0.5377	0.4508	-0.186440678	-0.215384615	-0.21632653100000002	-0.15352697099999998	-0.064516129	0.31868131899999996	0.23809523800000001	0.07027027	0.025641026	-0.218390805	-0.18556701	-0.2039801	-0.08510638300000001	0.175675676	0.2	1.17	1.25	0.9	1	0.154	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
778	778	2382	C28	2381	1216.4000244000001	1738.3000487999998	993.7000122000002	1227	1293.9000244000001	1080.5	0.0945	-0.020545	0.015234	-0.005311	10.1999998	18.8999996	96	89	122	84	-0.2177	-0.1922	-0.1636	0.115	0.1957	0.2755	0.3875	0.3397	0.2717	0.0462	-0.211	-0.1849	-0.0046	0.5446	0.4167	-0.19491525399999998	-0.2109375	-0.209876543	-0.127118644	-0.064516129	0.333333333	0.288343558	0.047619048	0.025974026	-0.223076923	-0.183246073	-0.185929648	-0.08510638300000001	0.16438356199999998	0.214285714	1.28	1.36	1.21	1	0.063	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
779	779	2383	C28	2382	1140.5	1635.6999512	800.0999756	1102	1169.5	1080.51	0.1489	-0.016567	0.00806	-0.008506	9.8000002	18.3999996	92	93	126	84	-0.2	-0.2016	-0.1481	0.1304	0.1784	0.2857	0.3789	0.3301	0.2791	0.0404	-0.211	-0.1695	0.028	0.5533	0.4497	-0.18987341800000002	-0.220973783	-0.21457489899999999	-0.152263374	-0.059459459000000006	0.35519125700000004	0.260606061	0.06010929	0.032258065	-0.21969697	-0.178378378	-0.185929648	-0.080213904	0.156462585	0.183431953	1.2	1.28	0.97	1	0.132	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
780	780	2384	C28	2383	1191.6999512	1591.1999512	937.2000122000002	1079	1199.9000244000001	1080.58	0.1413	0.001962	-0.006433	-0.004471	10.3999996	18.2000008	94	93	126	82	-0.2109	-0.2061	-0.1566	0.114	0.2043	0.3	0.3455	0.3397	0.2832	0.0485	-0.1907	-0.1561	0.0516	0.4573	0.3511	-0.191489362	-0.221818182	-0.22448979600000002	-0.132231405	-0.042553191	0.34054054100000003	0.260606061	0.049723757	0.0	-0.223076923	-0.18435754199999999	-0.192118227	-0.058823529000000006	0.144827586	0.15976331400000002	1.26	1.25	1.14	1	0.064	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
781	781	2385	C28	2384	1234.9000244000001	1447.5	1044.1999512	1107	1208.5	1080.62	0.098	0.003176	-0.001161	0.002016	10.1000004	17.0	94	94	120	85	-0.2	-0.2061	-0.1534	0.0847	0.2128	0.24	0.2426	0.3143	0.1694	0.0622	-0.207	-0.175	0.0512	0.4508	0.3505	-0.17180616699999998	-0.21771217699999998	-0.220883534	-0.112970711	-0.069306931	0.33695652200000004	0.23809523800000001	0.02173913	-0.074285714	-0.22709163300000001	-0.18888888899999998	-0.18888888899999998	-0.054945055	0.129251701	0.144578313	1.3	1.13	1.27	1	0.079	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
782	782	2386	C28	2385	1045.1999512	1451.5999755999999	962.5	1036	1123.9000244000001	1080.66	0.2632	0.000599	0.007369	0.007968	9.3999996	15.800000199999998	96	93	133	89	-0.2171	-0.2105	-0.1685	0.0769	0.1579	0.2277	0.191	0.2488	0.1505	0.0326	-0.2052	-0.176	-0.0383	0.4227	0.2864	-0.20535714300000002	-0.226277372	-0.22047244100000002	-0.12295082	-0.097674419	0.297297297	0.21637426899999998	0.021505376	-0.134328358	-0.22891566300000002	-0.182320442	-0.181818182	-0.130434783	0.10666666699999999	0.112426036	1.1	1.14	1.17	1	0.032	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0
783	783	2387	C28	2386	1001.2000122000002	1326.6999512	850.0999756000001	829	1001.7000122000002	1080.7	0.3343	0.005356	0.003374	0.00873	7.3000002	13.300000199999998	94	99	142	95	-0.2222	-0.2148	-0.1667	0.0246	0.1327	0.1787	0.1818	0.1696	0.1613	0.0093	-0.2152	-0.1985	-0.0456	0.3636	0.2323	-0.19298245600000002	-0.23239436600000002	-0.215686275	-0.11740890699999999	-0.139130435	0.240641711	0.172413793	-0.038834951	-0.165137615	-0.225296443	-0.19597989899999999	-0.1875	-0.14572864300000002	0.08496732	0.062857143	1.05	1.04	1.04	1	0.082	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0
784	784	2388	C28	2387	772.9000244	990.2000122000002	609.7999877999999	548	730.2000122000001	1080.68	0.3148	-0.010831	0.00643	-0.004401	6.599999900000001	12.3999996	98	103	156	102	-0.2262	-0.2119	-0.1568	-0.0157	0.0854	0.0926	0.1724	0.2315	0.117	-0.0047	-0.2213	-0.203	-0.0453	0.3333	0.21	-0.212121212	-0.23076923100000002	-0.223076923	-0.11627907	-0.118942731	0.164948454	0.123595506	-0.069767442	-0.206751055	-0.23134328399999998	-0.19597989899999999	-0.192118227	-0.15789473699999998	0.051282050999999995	0.027027027000000002	0.81	0.78	0.74	1	0.102	3.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0
785	785	2389	C28	2388	621.7999877999999	1111.0	553.2000122000001	506	697.9000244	1080.69	0.2819	-0.011849	0.010032	-0.001817	6.1999998	11.5	100	111	175	109	-0.2323	-0.2291	-0.1765	-0.0494	0.0096	0.0502	0.1397	0.2353	0.0968	-0.0092	-0.2258	-0.2044	-0.0569	0.4082	0.2959	-0.20535714300000002	-0.23448275899999999	-0.22846441899999997	-0.125	-0.125	0.16923076899999998	0.118644068	-0.033492823	-0.198275862	-0.24163568800000002	-0.19587628899999998	-0.194312796	-0.146919431	0.073825503	0.005524861999999999	0.66	0.87	0.67	1	0.137	1.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
786	786	2390	C28	2389	738.5999756	1230.5999755999999	626.5999756	631	806.7000122000001	1080.75	0.422	-0.044441	0.027813	-0.016628	6.3000002	14.199999800000002	102	112	174	107	-0.2093	-0.2234	-0.1758	0.0081	0.0505	0.066	0.193	0.2386	0.1932	0.0808	-0.2167	-0.1892	-0.0209	0.4639	0.4093	-0.19266055	-0.223776224	-0.223076923	-0.12	-0.10185185199999999	0.37777777799999995	0.19298245600000002	-0.014925373	-0.198275862	-0.240601504	-0.184782609	-0.192118227	-0.138613861	0.08724832199999999	0.034090908999999996	0.78	0.96	0.76	1	0.121	2.0	3.0	3.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0
787	787	2391	C28	2390	1098.5	1440.9000244000001	863.0999756000001	882	1071.1999512	1081.08	0.9255	-0.011226	0.006622	-0.004604	7.3000002	15.8999996	98	97	150	95	-0.2145	-0.2119	-0.1705	0.1008	0.0505	0.1765	0.3711	0.35	0.2791	0.1354	-0.2052	-0.1855	0.0091	0.4798	0.3587	-0.194570136	-0.221052632	-0.22007722	-0.110204082	-0.058823529000000006	0.436464088	0.296969697	0.07027027	-0.159817352	-0.23595505600000002	-0.183246073	-0.20574162699999998	-0.10869565199999999	0.136986301	0.089820359	1.16	1.13	1.05	1	0.098	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
788	788	2392	C28	2391	1100.3000488	1426.0999755999999	870.7000122000002	822	1054.6999512	1081.49	0.613	0.038365	-0.029024	0.009341	9.6999998	17.5	90	94	140	93	-0.2252	-0.206	-0.1379	0.1429	0.164	0.3	0.4615	0.4129	0.2759	0.101	-0.2054	-0.1843	0.0136	0.4157	0.2928	-0.178743961	-0.21985815600000003	-0.22779922800000002	-0.088607595	-0.081818182	0.395604396	0.305389222	0.065217391	-0.073684211	-0.22846441899999997	-0.204081633	-0.20704845800000002	-0.08791208800000001	0.121621622	0.09826589599999999	1.16	1.12	1.0599999	1	0.124	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
789	789	2393	C28	2392	1134.5999755999999	1296.3000488	916.7999877999998	706	1013.5	1081.66	0.3355	0.046508	-0.024826	0.021682	10.5	18.6000004	94	96	143	94	-0.2252	-0.2206	-0.1271	0.1286	0.2688	0.3538	0.441	0.4049	0.2571	0.0686	-0.2105	-0.2	-0.0044	0.3441	0.2105	-0.171717172	-0.228070175	-0.229007634	-0.104	-0.085972851	0.36612021899999997	0.27380952399999997	0.041237113	-0.14285714300000002	-0.229007634	-0.191919192	-0.20704845800000002	-0.071428571	0.11409396	-0.010416667	1.2	1.02	1.12	1	0.196	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
790	790	2394	C28	2393	1054.5	1185.3000488	871.5	639	937.7000122000002	1081.63	0.5167	0.016267	-0.026061	-0.009794	10.0	18.0	94	96	147	95	-0.2353	-0.2234	-0.1429	0.1102	0.2275	0.2959	0.3951	0.3725	0.2717	0.0746	-0.2199	-0.1829	-0.0128	0.3812	0.291	-0.181818182	-0.22535211300000002	-0.22962963	-0.112903226	-0.076923077	0.396648045	0.27710843399999996	0.067357513	-0.167420814	-0.231939163	-0.185185185	-0.21238938100000002	-0.073170732	0.068493151	0.0	1.11	0.93	1.0599999	1	0.192	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
791	791	2395	C28	2394	989.5	1120.3000488	844.7999877999998	696	912.5999756000001	1081.66	0.5051	0.022483	-0.02644	-0.003957	13.0	20.2999992	90	101	143	93	-0.2378	-0.2206	-0.1551	0.1203	0.1895	0.2821	0.3789	0.3922	0.209	0.0332	-0.2269	-0.2046	-0.0043	0.3514	0.1939	-0.163265306	-0.22758620699999998	-0.22846441899999997	-0.071129707	-0.055555556	0.409836066	0.289940828	0.020408163	-0.158371041	-0.23076923100000002	-0.191489362	-0.20547945199999998	-0.07216494799999999	0.104895105	0.027027027000000002	1.04	0.88	1.03	1	0.142	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
792	792	2396	C28	2395	977.9000243999999	1211.8000488	1006.0999756000001	716	977.9000243999999	1081.73	0.5255	0.05173	-0.033059	0.018671	11.3999996	19.2000008	90	92	141	93	-0.2262	-0.2164	-0.1489	0.0984	0.2128	0.269	0.3374	0.3793	0.1844	0.04	-0.2269	-0.1908	-0.025	0.267	0.1111	-0.171717172	-0.22648083600000002	-0.23420074300000002	-0.058823529000000006	-0.055555556	0.35593220299999995	0.258823529	-0.014925373	-0.162162162	-0.22957198399999998	-0.191709845	-0.20202020199999998	-0.080213904	0.074829932	-0.005464481	1.03	0.95	1.23	1	0.195	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
793	793	2397	C28	2396	821.2999877999999	1039.5999756	960.5	640	865.2999877999998	1081.68	0.4957	0.041635	-0.016344	0.025291	11.6000004	18.5	88	93	146	91	-0.204	-0.2251	-0.1551	0.072	0.1958	0.2462	0.2941	0.2919	0.1648	0.0517	-0.2263	-0.203	-0.0488	0.2959	0.1174	-0.146551724	-0.133333333	-0.22433460100000002	-0.10483871	-0.060465116	0.325966851	0.22352941199999998	0.015384615	-0.184210526	-0.2421875	-0.191919192	-0.20574162699999998	-0.091836735	0.067567568	-0.085427136	0.87	0.81	1.17	1	0.207	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
794	794	2398	C28	2397	1011.2000122000002	1063.8000488	884.2999877999998	772	932.7000122000002	1081.5	0.4929	-0.003787	0.000241	-0.003546	10.6000004	16.7000008	92	96	157	100	-0.2347	-0.2274	-0.1503	-0.0335	0.1623	0.21	0.3374	0.2512	0.1383	0.0609	-0.2358	-0.2117	-0.1269	0.1429	0.1211	-0.115879828	-0.112781955	-0.213740458	-0.122137405	-0.148760331	0.278688525	0.135135135	0.019607843	-0.18614718600000002	-0.23255814	-0.2	-0.211009174	-0.073684211	0.065789474	-0.066666667	1.0700001000000001	0.83	1.08	1	0.144	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
