	FID	ID	FIELD	OID_1	YLD00	YLD01	YLD02	YLD03	AVGYLD	ELE	SLOPE	CURV	PRO	PLAN	EC_SH	EC_DP	BAND1	BAND2	BAND3	BAND4	VI00_520	VI00_528	VI00_613	VI00_707	VI00_715	VI00_723	VI00_816	VI00_824	VI00_901	VI00_917	VI01_616	VI01_624	VI01_710	VI01_827	VI01_912	VI02_518	VI02_526	VI02_619	VI02_713	VI02_721	VI02_830	VI02_907	VI02_923	VI03_505	VI03_529	VI03_606	VI03_622	VI03_724	VI03_825	VI03_926	STD00	STD01	STD02	STD03	CV	M3_00	M3_01	M3_02	M3_03	M3_AV	CL_AV	CL_00	CL_01	CL_02	CL_03
40	40	3114	C29	3113	862.2999877999998	1532.1999512	1038.5999756	1121	1138.4000244000001	1080.2	0.0841	0.012371	-0.009398	0.002972	21.2000008	40.0999985	90	85	111	76	-0.1849	-0.1814	-0.1921	0.1304	0.2644	0.3542	0.4805	0.3579	0.2102	-0.0309	-0.2127	-0.1818	0.0599	0.513	0.3736	-0.189427313	-0.229007634	-0.21739130399999998	-0.077586207	0.02247191	0.448648649	0.325301205	0.117318436	-0.038251366	-0.22605364	-0.177777778	-0.16167664699999998	0.033707865	0.150684932	0.19496855300000002	1.0	1.25	0.97	1	0.143	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0
41	41	3115	C29	3114	1023.2000122000002	1515.4000244000001	949.0	1096	1145.9000244000001	1080.23	0.1065	0.008273	-0.002672	0.005601	20.8999996	38.9000015	94	88	116	81	-0.1809	-0.1885	-0.1812	0.1304	0.2571	0.3402	0.4615	0.3641	0.2152	-0.0547	-0.2108	-0.1833	0.0507	0.466	0.3228	-0.189427313	-0.22433460100000002	-0.222222222	-0.119341564	-0.011111111000000002	0.409836066	0.28143712600000004	0.127071823	-0.032967033	-0.231939163	-0.17582417600000003	-0.167630058	0.033707865	0.11258278099999999	0.111111111	1.1799998999999999	1.23	0.88	1	0.161	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0
42	42	3116	C29	3115	862.0999756000001	1462.8000488	931.5	1000	1064.0	1080.28	0.148	0.006866	-0.000471	0.006396	19.7999992	36.4000015	94	85	121	81	-0.1879	-0.177	-0.1847	0.0625	0.2529	0.285	0.4395	0.3608	0.1879	-0.0392	-0.2	-0.1918	0.0354	0.466	0.3229	-0.21702127699999998	-0.23018867899999998	-0.226337449	-0.12195122	-0.016216216000000002	0.384615385	0.289940828	0.092896175	-0.047619048	-0.22962963	-0.169398907	-0.18032786899999997	0.04395604400000001	0.093333333	0.057471264	1.0	1.1900001	0.87	1	0.135	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0
43	43	3117	C29	3116	810.7999877999999	1482.8000488	910.7999877999998	960	1041.1999512	1080.36	0.1533	0.005698	-0.001498	0.004201	18.3999996	35.5999985	90	85	121	82	-0.1921	-0.1888	-0.1899	0.0261	0.2045	0.2513	0.375	0.3469	0.1856	-0.0355	-0.2105	-0.192	0.0174	0.4555	0.3061	-0.209090909	-0.22727272699999998	-0.226337449	-0.12449799199999999	-0.010752688	0.34408602200000005	0.251461988	0.052631579000000005	-0.056994819	-0.23636363600000002	-0.17582417600000003	-0.177777778	0.037837838	0.094594595	0.051428571	0.94	1.21	0.85	1	0.154	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
44	44	3118	C29	3117	750.2999877999999	1366.1999512	939.5	969	1006.2999877999998	1080.42	0.0889	0.00436	-0.004551	-0.000192	17.7999992	34.7999992	90	84	123	83	-0.1894	-0.1935	-0.2051	0.0667	0.1823	0.2995	0.362	0.2941	0.1879	-0.0485	-0.2054	-0.184	0.0442	0.4872	0.3061	-0.193717277	-0.222641509	-0.219917012	-0.10483871	-0.010638298000000001	0.34042553200000003	0.22543352600000002	0.046153846	-0.056994819	-0.22509225100000002	-0.177777778	-0.17391304300000002	0.027027027000000002	0.125827815	0.069767442	0.87	1.11	0.88	1	0.121	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
45	45	3119	C29	3118	814.0999756	1310.9000244000001	1056.3000488	1120	1075.3000488	1080.45	0.0681	-0.002718	0.001724	-0.000994	15.8999996	30.2000008	88	86	120	84	-0.2	-0.1822	-0.1899	0.0661	0.1889	0.2663	0.3455	0.31	0.1905	-0.0291	-0.207	-0.1822	0.0351	0.4688	0.3684	-0.177083333	-0.22794117600000002	-0.219917012	-0.11023622	0.005291005	0.372340426	0.245714286	0.067357513	-0.051546392	-0.23134328399999998	-0.17127071800000002	-0.17391304300000002	0.016574586000000002	0.124183007	0.076923077	0.94	1.0700001000000001	0.98	1	0.12	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
46	46	3120	C29	3119	787.9000244	1342.0999755999999	1102.1999512	1180	1103.0	1080.48	0.1188	-0.007084	0.006619	-0.000465	15.3999996	28.899999600000005	92	87	124	84	-0.1921	-0.192	-0.205	0.0259	0.1844	0.2764	0.3865	0.3268	0.186	-0.0144	-0.2052	-0.1741	0.0215	0.4508	0.28	-0.181818182	-0.23076923100000002	-0.22448979600000002	-0.138576779	-0.01010101	0.39784946200000004	0.268571429	0.067357513	-0.051546392	-0.239852399	-0.164835165	-0.1875	0.016574586000000002	0.11258278099999999	0.064327485	0.91	1.09	1.03	1	0.154	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0
47	47	3121	C29	3120	896.7000122000002	1118.4000244000001	1002.9000243999999	1138	1039.0999756	1080.56	0.2456	-0.010288	0.005975	-0.004312	13.800000199999998	28.100000399999995	96	92	132	88	-0.1815	-0.1833	-0.205	0.073	0.1739	0.2828	0.3494	0.3077	0.1561	-0.028	-0.2105	-0.1969	-0.0043	0.3854	0.2293	-0.175879397	-0.223443223	-0.220883534	-0.132075472	-0.029126213999999997	0.333333333	0.20441989	0.009708738	-0.069306931	-0.241877256	-0.176470588	-0.18367346899999998	-0.005405405	0.11842105300000001	0.051428571	1.04	0.91	0.93	1	0.147	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
48	48	3122	C29	3121	852.9000243999999	1166.8000488	1007.0999756000001	1082	1027.1999512	1080.66	0.1641	0.008801	-0.003472	0.005329	12.5	30.7999992	94	92	139	87	-0.2027	-0.1861	-0.1902	0.1149	0.2222	0.3	0.3571	0.2981	0.1839	-0.0459	-0.2121	-0.184	0.0043	0.3723	0.2	-0.181818182	-0.223880597	-0.224	-0.105058366	-0.02970297	0.284974093	0.18032786899999997	0.024875622000000003	-0.09178744	-0.245551601	-0.18279569899999998	-0.185929648	0.0	0.098039216	0.06818181799999999	0.99	0.95	0.94	1	0.107	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
49	49	3123	C29	3122	866.5	984.9000243999999	1024.6999512	1041	979.2999877999998	1080.68	0.1087	-0.002337	0.00294	0.000604	13.3999996	30.2999992	90	88	135	89	-0.2119	-0.1875	-0.1598	0.1356	0.2597	0.3166	0.4061	0.2617	0.1705	-0.0718	-0.2174	-0.184	-0.0043	0.3368	0.2057	-0.177664975	-0.222641509	-0.224	-0.12121212099999999	-0.043478261	0.308900524	0.17582417600000003	-0.019047619	-0.097087379	-0.237410072	-0.18279569899999998	-0.18407960199999998	0.005405405	0.064935065	0.04395604400000001	1.0	0.8	0.96	1	0.136	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
50	50	3147	C29	3146	1007.4000243999999	1320.5999755999999	970.0999756000001	1131	1107.3000488	1080.02	0.1013	-0.007349	0.002136	-0.005213	23.7000008	39.2999992	96	85	107	76	-0.1971	-0.1682	-0.1698	0.1481	0.1566	0.3583	0.4079	0.267	0.1677	-0.0537	-0.1944	-0.1745	-0.0135	0.4194	0.1777	-0.19819819800000002	-0.22047244100000002	-0.205240175	-0.053097345	0.083333333	0.344827586	0.218934911	0.063829787	-0.037037037	-0.21969697	-0.16853932600000002	-0.165644172	0.049180327999999995	0.13475177300000002	0.069767442	1.17	1.0700001000000001	0.9	1	0.141	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0
51	51	3148	C29	3147	1002.0999756000001	1205.5999755999999	1047.4000244	1195	1112.4000244000001	1080.06	0.1186	-0.003597	0.004722	0.001125	22.3999996	39.9000015	96	85	115	76	-0.1944	-0.1765	-0.1742	0.1442	0.2832	0.3552	0.4437	0.3228	0.1772	-0.0784	-0.2018	-0.1849	0.023	0.4404	0.2245	-0.203539823	-0.225296443	-0.212121212	-0.04	0.088757396	0.32967033	0.28571428600000004	0.13812154699999998	-0.053763440999999995	-0.22727272699999998	-0.163841808	-0.15032679699999998	0.027932961	0.188811189	0.064327485	1.16	0.98	0.98	1	0.151	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0
52	52	3149	C29	3148	1099.9000244000001	1608.5999755999999	1122.1999512	1096	1231.6999512	1080.1	0.1859	-0.000747	0.000297	-0.000451	21.5	41.5999985	92	82	114	76	-0.1944	-0.1864	-0.1711	0.1635	0.2471	0.3913	0.4902	0.3438	0.2025	-0.064	-0.2018	-0.1883	0.0183	0.4747	0.3158	-0.198237885	-0.22480620199999998	-0.20704845800000002	-0.03196347	0.104651163	0.40331491700000005	0.36144578299999996	0.11475409800000001	-0.065217391	-0.22433460100000002	-0.172413793	-0.165562914	0.027932961	0.213793103	0.10975609800000001	1.27	1.3099999	1.05	1	0.115	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0
53	53	3150	C29	3149	1027.1999512	1579.6999512	1212.1999512	1176	1248.8000488	1080.15	0.1308	0.018392	-0.014144	0.004249	21.8999996	41.5999985	92	83	111	76	-0.1958	-0.181	-0.1765	0.1402	0.2749	0.3968	0.5287	0.4508	0.2436	-0.0452	-0.2018	-0.1674	0.0183	0.5337	0.3548	-0.2	-0.2109375	-0.20535714300000002	-0.031674207999999995	0.102272727	0.464480874	0.301204819	0.043478261	-0.054347825999999995	-0.2265625	-0.165714286	-0.157232704	-0.005649718000000001	0.183098592	0.160493827	1.1900001	1.28	1.13	1	0.071	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0
54	54	3151	C29	3150	1026.0999756	1448.4000244000001	1044.8000488	1174	1173.3000488	1080.17	0.0693	0.010526	-0.007349	0.003176	21.7000008	42.2000008	90	85	108	76	-0.1918	-0.188	-0.1765	0.1333	0.2907	0.3679	0.4615	0.4227	0.2075	-0.0707	-0.2055	-0.1867	0.0459	0.5179	0.3333	-0.20535714300000002	-0.22352941199999998	-0.201754386	-0.048888889000000005	0.074285714	0.4	0.305389222	0.081967213	-0.054347825999999995	-0.23255814	-0.170454545	-0.17073170699999998	0.033707865	0.177304965	0.144578313	1.1900001	1.1799998999999999	0.97	1	0.128	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0
55	55	3152	C29	3151	1004.2000122000002	1343.5	1136.3000488	1140	1156.0999755999999	1080.18	0.0833	0.000136	3.2e-05	0.000168	22.1000004	39.7000008	88	88	111	76	-0.1821	-0.1864	-0.1788	0.1275	0.2727	0.3789	0.4615	0.3575	0.2025	-0.0612	-0.2018	-0.1818	0.0648	0.5204	0.3583	-0.198237885	-0.209486166	-0.21238938100000002	-0.07079646	0.06741573	0.433333333	0.33734939799999997	0.086956522	-0.054347825999999995	-0.234848485	-0.16853932600000002	-0.16167664699999998	0.039106145	0.166666667	0.148148148	1.16	1.09	1.0599999	1	0.076	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0
56	56	3153	C29	3152	984.5999756000001	1454.9000244000001	1168.1999512	1168	1193.9000244000001	1080.18	0.0869	-0.0071	0.002694	-0.004406	22.1000004	38.5	88	83	112	76	-0.1877	-0.178	-0.1895	0.1232	0.2727	0.3717	0.4839	0.3822	0.2102	-0.0558	-0.2018	-0.1784	0.055	0.5208	0.3514	-0.194690265	-0.218390805	-0.212121212	-0.077586207	0.050847458	0.423913043	0.27380952399999997	0.047619048	-0.054347825999999995	-0.23076923100000002	-0.175141243	-0.170454545	0.033707865	0.150684932	0.148148148	1.14	1.1799998999999999	1.09	1	0.072	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0
57	57	3154	C29	3153	964.2999877999998	1468.4000244000001	1096.4000244000001	1056	1146.3000488	1080.22	0.1077	-0.010177	0.001718	-0.008459	19.0	35.4000015	90	84	115	79	-0.1973	-0.1867	-0.1842	0.1014	0.2686	0.3542	0.4805	0.3895	0.1925	-0.0443	-0.2054	-0.1837	0.0545	0.5026	0.3333	-0.189427313	-0.216730038	-0.215189873	-0.119341564	0.005524861999999999	0.362162162	0.27380952399999997	0.080213904	-0.048648649	-0.22727272699999998	-0.175141243	-0.18085106399999998	0.010989011000000002	0.140939597	0.076923077	1.12	1.1900001	1.02	1	0.071	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0
58	58	3155	C29	3154	900.2000122000002	1442.5999755999999	986.7999877999998	1085	1103.6999512	1080.28	0.1313	-0.007271	0.002387	-0.004884	18.2999992	32.799999199999995	88	85	111	80	-0.1906	-0.1885	-0.1688	0.0578	0.2614	0.3026	0.4304	0.35	0.1879	-0.0392	-0.2124	-0.1789	0.0493	0.4974	0.3514	-0.205128205	-0.22433460100000002	-0.219917012	-0.12195122	0.010752688	0.409836066	0.278106509	0.046153846	-0.057591623	-0.22962963	-0.164835165	-0.18134715	0.005405405	0.121621622	0.075144509	1.04	1.17	0.92	1	0.12	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0
59	59	3156	C29	3155	910.7999877999998	1416.3000488	1021.4000243999999	1021	1092.4000244000001	1080.35	0.1614	-0.002534	0.001042	-0.001492	18.7999992	32.9000015	88	85	119	82	-0.1894	-0.1888	-0.1795	0.0667	0.1977	0.2626	0.3789	0.33	0.1807	-0.0537	-0.2124	-0.1774	0.04	0.4619	0.3545	-0.198156682	-0.223880597	-0.226337449	-0.12449799199999999	-0.005291005	0.34042553200000003	0.278106509	0.020408163	-0.052083332999999996	-0.226765799	-0.17127071800000002	-0.17391304300000002	0.032608696	0.099337748	0.06818181799999999	1.05	1.15	0.95	1	0.085	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
60	60	3157	C29	3156	1007.2999877999998	1398.1999512	965.0	994	1091.0999755999999	1080.43	0.1236	0.00464	-0.003577	0.001063	19.2999992	33.7000008	92	87	123	82	-0.1933	-0.1837	-0.1899	0.0619	0.2198	0.3096	0.3865	0.33	0.1905	-0.0526	-0.2	-0.1793	0.0351	0.4694	0.2923	-0.193717277	-0.22509225100000002	-0.219917012	-0.11740890699999999	0.005291005	0.344262295	0.23428571399999998	0.04040404	-0.06122449	-0.23636363600000002	-0.177777778	-0.178947368	0.005405405	0.125827815	0.093023256	1.17	1.14	0.9	1	0.121	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
61	61	3158	C29	3157	1038.3000488	1464.0999755999999	1075.4000244000001	1090	1167.0	1080.48	0.1175	0.001717	0.003127	0.004844	16.2999992	31.399999600000005	92	84	121	84	-0.1908	-0.1822	-0.1899	0.0708	0.2198	0.2792	0.3697	0.3366	0.1905	-0.0385	-0.2	-0.1873	0.0442	0.4315	0.2995	-0.170984456	-0.22509225100000002	-0.214876033	-0.11023622	0.0	0.347593583	0.224719101	0.004830918	-0.065989848	-0.240875912	-0.17582417600000003	-0.18367346899999998	0.0	0.116883117	0.075144509	1.2	1.1900001	1.0	1	0.095	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
62	62	3159	C29	3158	837.9000244	1360.5	972.9000243999999	1016	1046.9000244	1080.54	0.1838	-0.000888	0.003221	0.002334	15.300000199999998	29.2000008	90	90	125	85	-0.1883	-0.1937	-0.2	0.0614	0.2135	0.2959	0.3988	0.3398	0.186	-0.0377	-0.207	-0.1825	-0.0043	0.4348	0.2488	-0.18407960199999998	-0.220588235	-0.219512195	-0.138576779	-0.048543689	0.329842932	0.17127071800000002	-0.014218008999999998	-0.069306931	-0.240875912	-0.178378378	-0.19	0.0	0.103896104	0.075144509	0.97	1.11	0.91	1	0.098	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
63	63	3160	C29	3159	859.2000122000002	1209.9000244000001	958.4000243999999	1002	1007.4000243999999	1080.63	0.2638	0.001376	-0.000278	0.001098	14.0	28.100000399999995	94	93	131	88	-0.1909	-0.192	-0.1975	0.0435	0.2222	0.2424	0.3659	0.3077	0.1886	-0.0411	-0.2121	-0.1858	-0.0043	0.3968	0.233	-0.192118227	-0.22509225100000002	-0.219512195	-0.132075472	-0.048543689	0.287958115	0.158469945	-0.03286385	-0.073170732	-0.239130435	-0.178378378	-0.19	0.005347594000000001	0.099337748	0.04494382	0.99	0.98	0.89	1	0.078	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
64	64	3161	C29	3160	984.5	1023.7000122000002	960.0	1126	1023.4000243999999	1080.73	0.1602	0.019245	-0.008423	0.010822	14.0	25.7000008	94	93	140	88	-0.2131	-0.1867	-0.1902	0.0696	0.1798	0.2727	0.3413	0.2981	0.1744	-0.0228	-0.2121	-0.1727	-0.0043	0.3757	0.2174	-0.18407960199999998	-0.222222222	-0.224	-0.105058366	0.0050251259999999996	0.270833333	0.14754098400000001	-0.055045872	-0.097087379	-0.242857143	-0.17204301100000002	-0.19607843100000003	-0.005291005	0.092105263	0.027932961	1.14	0.83	0.89	1	0.189	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
65	65	3162	C29	3161	916.4000243999999	1159.9000244000001	982.0	1042	1025.0999756	1080.73	0.0987	0.002371	-0.000956	0.001415	14.699999800000002	30.2999992	92	92	135	88	-0.2119	-0.1864	-0.1807	0.0684	0.2316	0.2828	0.3735	0.2617	0.1573	-0.0317	-0.2018	-0.1922	-0.0211	0.3368	0.1831	-0.192118227	-0.226277372	-0.21457489899999999	-0.12121212099999999	-0.043478261	0.274611399	0.144385027	-0.044642857	-0.104761905	-0.23571428600000002	-0.178378378	-0.196172249	0.010638298000000001	0.051282050999999995	0.038674033	1.0599999	0.94	0.92	1	0.1	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
66	66	3163	C29	3162	779.4000244	912.0	968.9000243999999	841	875.2999877999998	1080.71	0.1015	0.014823	-0.003769	0.011054	13.1000004	29.600000399999995	96	93	139	91	-0.2233	-0.1861	-0.1598	0.0622	0.2198	0.2727	0.3491	0.2596	0.1319	-0.0727	-0.2121	-0.1937	-0.042	0.2487	0.1211	-0.19	-0.23297491	-0.224	-0.137546468	-0.047169811	0.23857868	0.176470588	-0.057777777999999995	-0.104761905	-0.240143369	-0.183246073	-0.2	-0.005235602	0.031446541	0.005291005	0.9	0.74	0.9	1	0.082	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
67	67	3187	C29	3186	1008.2999877999998	1167.6999512	1026.8000488	1067	1067.5	1080.07	0.1851	-0.003937	0.004221	0.000284	23.7000008	40.5999985	92	85	111	76	-0.19	-0.1855	-0.172	0.1481	0.3018	0.3548	0.4079	0.2766	0.1553	-0.0732	-0.1944	-0.1745	0.0138	0.3946	0.1979	-0.2	-0.217741935	-0.194690265	-0.057268722	0.05952381	0.37142857100000004	0.214285714	0.03125	-0.042553191	-0.237037037	-0.165714286	-0.164556962	0.049180327999999995	0.15492957699999998	0.064327485	1.17	0.95	0.96	1	0.119	1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	3.0	3.0
68	68	3188	C29	3187	997.0999756000001	1603.1999512	1031.0999756	1041	1168.0999755999999	1080.12	0.1539	0.010562	-0.008498	0.002064	22.5	40.4000015	90	89	111	78	-0.1957	-0.1909	-0.1646	0.1284	0.2781	0.3478	0.44	0.3021	0.1677	-0.0732	-0.211	-0.1814	0.009	0.4611	0.2205	-0.194690265	-0.23735408600000002	-0.205240175	-0.044247787999999996	0.069767442	0.344632768	0.24260355	0.124324324	-0.068783069	-0.22433460100000002	-0.170454545	-0.161290323	0.0	0.146853147	0.09638554199999999	1.15	1.3	0.96	1	0.139	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0
69	69	3189	C29	3188	1125.8000488	1338.8000488	1184.0999755999999	1138	1196.6999512	1080.14	0.0716	0.011499	-0.008518	0.002981	23.2999992	43.5999985	94	85	107	76	-0.2	-0.1915	-0.1538	0.1589	0.2781	0.3622	0.4737	0.3545	0.2258	-0.0537	-0.2074	-0.1967	0.0137	0.5026	0.288	-0.194690265	-0.22352941199999998	-0.21052631600000002	-0.027027027000000002	0.111111111	0.447513812	0.33734939799999997	0.12222222199999999	-0.080213904	-0.22480620199999998	-0.172413793	-0.17105263199999998	-0.005649718000000001	0.213793103	0.139393939	1.3	1.09	1.1	1	0.102	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0
70	70	3190	C29	3189	1143.5	1388.4000244000001	1280.9000244000001	1070	1220.5999755999999	1080.14	0.0902	-0.002253	-0.001272	-0.003525	24.0	41.2999992	92	85	111	74	-0.2	-0.1915	-0.1634	0.1362	0.2832	0.4011	0.5195	0.445	0.2025	-0.0452	-0.2055	-0.1933	0.0323	0.5052	0.3298	-0.194690265	-0.21739130399999998	-0.210762332	-0.03196347	0.09195402300000001	0.431693989	0.301204819	0.037433155	-0.074468085	-0.22480620199999998	-0.154761905	-0.157232704	0.02247191	0.183098592	0.130952381	1.3200001000000001	1.13	1.1900001	1	0.084	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0
71	71	3191	C29	3190	1004.5	1412.3000488	1065.9000244	1026	1127.1999512	1080.15	0.0811	-0.009251	0.002281	-0.00697	23.1000004	37.7000008	92	84	110	76	-0.1903	-0.1864	-0.1788	0.1383	0.2768	0.3822	0.5032	0.4154	0.2075	-0.0547	-0.2127	-0.1799	0.0459	0.513	0.3158	-0.194690265	-0.22007722	-0.21238938100000002	-0.074235808	0.04494382	0.38202247200000006	0.24260355	0.037037037	-0.059459459000000006	-0.23076923100000002	-0.172413793	-0.176470588	0.032608696	0.166666667	0.139393939	1.16	1.15	0.99	1	0.078	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0
72	72	3192	C29	3191	1008.0999756000001	1495.5	1088.5	1125	1179.4000244000001	1080.17	0.0582	-0.004959	0.005275	0.000316	21.8999996	39.0	90	84	112	76	-0.1973	-0.1864	-0.1842	0.129	0.2686	0.3822	0.4839	0.3608	0.2025	-0.0693	-0.2018	-0.1918	0.0648	0.5052	0.377	-0.192825112	-0.212355212	-0.21739130399999998	-0.070175439	0.056818182	0.4	0.296969697	0.07027027	-0.04395604400000001	-0.234848485	-0.170454545	-0.162790698	0.04395604400000001	0.166666667	0.158536585	1.17	1.22	1.01	1	0.099	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0
73	73	3193	C29	3192	909.0	1431.1999512	1090.1999512	1163	1148.1999512	1080.19	0.0927	-0.010014	0.005935	-0.004079	18.5	35.5999985	90	84	116	77	-0.1932	-0.1864	-0.1765	0.1111	0.2644	0.3717	0.4935	0.4	0.2075	-0.0505	-0.2054	-0.187	0.0493	0.5208	0.3368	-0.19298245600000002	-0.210727969	-0.21551724100000003	-0.082251082	0.045454545	0.41758241799999996	0.305389222	0.058823529000000006	-0.053763440999999995	-0.22727272699999998	-0.175141243	-0.175141243	0.038674033	0.156462585	0.093023256	1.05	1.16	1.02	1	0.11	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0
74	74	3194	C29	3193	950.2999877999998	1322.6999512	995.5	1020	1072.1999512	1080.23	0.135	-0.00627	0.003166	-0.003104	17.3999996	33.7999992	88	85	115	78	-0.1919	-0.1833	-0.1742	0.1014	0.2614	0.3265	0.4805	0.3711	0.1779	-0.0348	-0.2054	-0.1873	0.0493	0.4721	0.3333	-0.187772926	-0.22137404600000002	-0.22175732199999998	-0.097046414	0.016759777	0.398907104	0.263157895	0.080213904	-0.063157895	-0.235294118	-0.17127071800000002	-0.18279569899999998	0.043010753	0.11258278099999999	0.087719298	1.1	1.08	0.93	1	0.082	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0
75	75	3195	C29	3194	879.0	1404.0999755999999	1003.5	1048	1083.6999512	1080.29	0.1479	-0.009019	0.004583	-0.004436	17.2999992	31.0	86	85	117	81	-0.1906	-0.1818	-0.1847	0.0769	0.2486	0.3402	0.443	0.3641	0.1779	-0.0392	-0.2105	-0.1807	0.0446	0.5026	0.3155	-0.211864407	-0.22846441899999997	-0.211864407	-0.119341564	0.0	0.406593407	0.24705882399999998	0.015384615	-0.0625	-0.226765799	-0.164835165	-0.18134715	0.037433155	0.146666667	0.08045977	1.02	1.14	0.94	1	0.095	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
76	76	3196	C29	3195	888.0	1436.4000244000001	1006.4000243999999	1056	1096.6999512	1080.36	0.1714	-0.00875	0.000992	-0.007758	17.3999996	31.2999992	88	87	121	81	-0.1867	-0.1822	-0.1899	0.0796	0.2222	0.2893	0.3988	0.3401	0.1856	-0.0577	-0.2018	-0.1873	0.0396	0.5132	0.3298	-0.19069767399999998	-0.22962963	-0.21666666699999998	-0.12449799199999999	-0.03125	0.347593583	0.23255814	0.004975124	-0.076923077	-0.23076923100000002	-0.164835165	-0.178947368	0.021276596000000002	0.111111111	0.06818181799999999	1.03	1.17	0.94	1	0.106	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0
77	77	3197	C29	3196	865.0999756000001	1413.8000488	914.7999877999998	986	1045.0	1080.43	0.1418	-0.003215	-0.00152	-0.004735	16.2999992	30.100000399999995	92	90	126	80	-0.1788	-0.189	-0.1875	0.0756	0.2155	0.2864	0.4125	0.3234	0.1716	-0.0577	-0.2018	-0.1855	0.0129	0.4256	0.2727	-0.193717277	-0.223880597	-0.21666666699999998	-0.12449799199999999	-0.020833333	0.311827957	0.2	0.004975124	-0.071428571	-0.233576642	-0.17127071800000002	-0.18556701	0.0	0.090909091	0.08045977	1.0	1.15	0.85	1	0.127	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0
78	78	3198	C29	3197	901.2999877999998	1289.8000488	1011.5	1029	1057.8000488	1080.5	0.1484	-0.006032	0.002762	-0.00327	15.0	28.2000008	88	88	125	83	-0.1869	-0.184	-0.2	0.0522	0.2111	0.2828	0.3865	0.32	0.1512	-0.0566	-0.2	-0.1825	0.0043	0.4315	0.2764	-0.18407960199999998	-0.23021582699999998	-0.221311475	-0.118110236	-0.015228426000000002	0.284210526	0.17127071800000002	-0.037735849	-0.060606060999999996	-0.23076923100000002	-0.184782609	-0.177664975	0.0	0.111111111	0.056818182	1.04	1.05	0.94	1	0.07	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
79	79	3199	C29	3198	999.7000122000002	1307.8000488	1055.0	978	1085.0	1080.58	0.1938	0.001267	0.001152	0.002419	14.699999800000002	28.600000399999995	92	94	130	86	-0.1883	-0.192	-0.1902	0.0614	0.2067	0.2792	0.3659	0.3134	0.1696	-0.0419	-0.2052	-0.189	-0.0043	0.4021	0.2233	-0.18407960199999998	-0.226277372	-0.22891566300000002	-0.098039216	-0.014778325	0.287958115	0.149171271	-0.050691244	-0.069306931	-0.247311828	-0.18279569899999998	-0.19597989899999999	0.0	0.10526315800000001	0.038674033	1.16	1.0599999	0.98	1	0.074	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
